Rank,Name,Game Type,Map,Game Rank,1st Ability,2nd Ability,3rd Ability,Ultimate,Matches
15,Chamber,competitive,fracture,Gold 3,4.2,8.1,13.5,2.4,"7,466"
16,Sova,competitive,fracture,Gold 3,11.6,23.6,6.8,2,"5,078"
17,Yoru,competitive,fracture,Gold 3,14.5,23.3,12.3,3.2,"3,494"
18,Omen,competitive,fracture,Gold 3,8.4,32.9,6.8,1.9,"9,742"
19,KAY/O,competitive,fracture,Gold 3,13.4,23,7.7,2.4,"8,224"
20,Harbor,competitive,fracture,Gold 3,6.1,16.3,15.8,2.9,"1,728"
1,Phoenix,competitive,pearl,Gold 3,16.4,10,5,3.9,"11,195"
2,Sova,competitive,pearl,Gold 3,13.1,25.5,8,2,"7,782"
3,Killjoy,competitive,pearl,Gold 3,13.8,8.4,23.4,2.8,"11,536"
4,Sage,competitive,pearl,Gold 3,13.1,9.4,12,1.9,"23,757"
5,Reyna,competitive,pearl,Gold 3,14.6,5.6,16.1,1.9,"31,175"
6,Brimstone,competitive,pearl,Gold 3,7.8,37.9,8.8,2.5,"10,767"
7,Raze,competitive,pearl,Gold 3,15.6,16.8,12.4,2.6,"14,014"
8,Fade,competitive,pearl,Gold 3,6.6,24.5,19.5,2.5,"18,072"
9,Astra,competitive,pearl,Gold 3,3.3,29.9,7,2.2,"7,665"
10,Cypher,competitive,pearl,Gold 3,22.5,15.8,29.5,2.8,"11,035"
11,Viper,competitive,pearl,Gold 3,10,18,12.7,2,"15,155"
12,Omen,competitive,pearl,Gold 3,8.7,34.3,6.4,1.9,"9,936"
13,Skye,competitive,pearl,Gold 3,9.5,27.2,3.8,3.1,"8,700"
14,Jett,competitive,pearl,Gold 3,7.4,21,12.3,2.6,"24,375"
15,Breach,competitive,pearl,Gold 3,17.2,19,7.9,2.4,"4,479"
16,Chamber,competitive,pearl,Gold 3,4.2,8.9,14.5,2.3,"8,987"
17,Neon,competitive,pearl,Gold 3,15.3,19.3,6.8,2.3,"5,503"
18,Harbor,competitive,pearl,Gold 3,6.7,17.9,16,2.8,"3,422"
19,Yoru,competitive,pearl,Gold 3,15.3,23.7,12.6,3.1,"4,167"
20,KAY/O,competitive,pearl,Gold 3,14.1,24.3,8.3,2.3,"9,219"
1,Raze,competitive,haven,Gold 3,15.3,16.5,12.1,2.5,"15,606"
2,Killjoy,competitive,haven,Gold 3,13.9,7.5,21.7,2.6,"13,950"
3,Brimstone,competitive,haven,Gold 3,7.3,36.2,8.7,2.4,"14,248"
4,Sova,competitive,haven,Gold 3,11.8,24.6,7.5,2,"15,096"
5,Sage,competitive,haven,Gold 3,12.2,9.4,11.8,1.9,"24,526"
6,Reyna,competitive,haven,Gold 3,14.4,5.4,15.2,1.8,"31,945"
7,Phoenix,competitive,haven,Gold 3,15.6,9.5,4.2,3.8,"10,722"
8,Skye,competitive,haven,Gold 3,9.4,24.6,3.7,3,"9,265"
9,Jett,competitive,haven,Gold 3,8.8,20.8,12.2,2.6,"27,350"
10,Breach,competitive,haven,Gold 3,16.9,20,7.6,2.2,"6,710"
11,Viper,competitive,haven,Gold 3,9.3,16.8,11.1,1.7,"3,299"
12,Astra,competitive,haven,Gold 3,3.1,29.2,6.2,2,"4,167"
13,Fade,competitive,haven,Gold 3,5.7,21.7,17.5,2.3,"10,280"
14,Chamber,competitive,haven,Gold 3,4.2,10.4,14.5,2.3,"7,347"
15,Cypher,competitive,haven,Gold 3,22.7,14.7,28.9,2.7,"10,016"
16,Omen,competitive,haven,Gold 3,8.8,35.3,8.3,1.9,"24,134"
17,Neon,competitive,haven,Gold 3,14.6,19.1,6.2,2.2,"4,102"
18,Harbor,competitive,haven,Gold 3,6,16.3,16.6,2.7,"1,159"
19,Yoru,competitive,haven,Gold 3,14.3,23.6,12.4,3.1,"3,691"
20,KAY/O,competitive,haven,Gold 3,13,23.6,7.6,2.2,"7,629"
1,Astra,competitive,lotus,Gold 3,3.8,27.4,7.3,2,"5,200"
2,Sage,competitive,lotus,Gold 3,11.3,9,10.5,2,"21,132"
3,Phoenix,competitive,lotus,Gold 3,15.7,9.1,3.9,3.9,"9,355"
4,Chamber,competitive,lotus,Gold 3,4.6,9.6,14.3,2.3,"8,828"
5,Raze,competitive,lotus,Gold 3,15.3,17.3,12.2,2.6,"18,657"
6,Breach,competitive,lotus,Gold 3,18,21.3,7.4,2.3,"12,432"
7,Brimstone,competitive,lotus,Gold 3,7.5,35,8.6,2.5,"11,488"
8,Killjoy,competitive,lotus,Gold 3,13.1,7.7,22.1,2.9,"14,682"
9,Reyna,competitive,lotus,Gold 3,14.5,5.4,15.9,1.8,"31,469"
10,Viper,competitive,lotus,Gold 3,9,16.8,11.3,1.8,"5,158"
11,Jett,competitive,lotus,Gold 3,7.5,21,11.4,2.6,"23,038"
12,Omen,competitive,lotus,Gold 3,9.3,33.7,6.9,1.8,"17,531"
13,Fade,competitive,lotus,Gold 3,6.2,22.4,18.3,2.5,"10,690"
14,Cypher,competitive,lotus,Gold 3,22.4,15.4,29.6,3,"9,396"
15,Sova,competitive,lotus,Gold 3,11.3,24.3,7.4,2,"7,060"
16,Harbor,competitive,lotus,Gold 3,5.8,16.4,17.2,2.9,"4,378"
17,Skye,competitive,lotus,Gold 3,9,26,3.7,3.1,"10,869"
18,Neon,competitive,lotus,Gold 3,15.7,19,5.5,2.3,"5,600"
19,Yoru,competitive,lotus,Gold 3,14.4,22.6,12.5,3.1,"4,015"
20,KAY/O,competitive,lotus,Gold 3,13.6,23.8,7.7,2.4,"9,348"
1,Killjoy,competitive,icebox,Gold 3,12.5,7.9,21.8,2.7,"13,361"
2,Viper,competitive,icebox,Gold 3,10.1,18.1,11.3,2,"25,798"
3,Sova,competitive,icebox,Gold 3,12.7,26.3,8.6,2,"21,136"
4,Fade,competitive,icebox,Gold 3,5.5,22.7,16.1,2.4,"8,077"
5,Sage,competitive,icebox,Gold 3,11.5,9.5,11.2,1.9,"30,209"
6,Jett,competitive,icebox,Gold 3,12.6,20.7,10,2.6,"28,274"
7,Reyna,competitive,icebox,Gold 3,14.5,5.3,13.9,1.8,"32,206"
8,Omen,competitive,icebox,Gold 3,7.3,30.8,10.7,1.9,"12,386"
9,Raze,competitive,icebox,Gold 3,17.3,16.6,11.1,2.5,"17,253"
10,Phoenix,competitive,icebox,Gold 3,12.8,8.6,3.7,3.7,"6,548"
11,Skye,competitive,icebox,Gold 3,8.5,21.8,3.7,3.1,"6,175"
12,Chamber,competitive,icebox,Gold 3,4.2,11,13.6,2.3,"8,222"
13,Brimstone,competitive,icebox,Gold 3,7,34.7,8.1,2.4,"6,592"
14,Yoru,competitive,icebox,Gold 3,12.5,23.2,11.6,3,"3,619"
15,Neon,competitive,icebox,Gold 3,13.4,19.3,5.5,2.2,"4,575"
16,Breach,competitive,icebox,Gold 3,14.4,17.8,6.9,2.2,"2,919"
17,Cypher,competitive,icebox,Gold 3,20.3,15.4,27,2.6,"4,363"
18,KAY/O,competitive,icebox,Gold 3,12,24.2,7.6,2.3,"9,817"
19,Harbor,competitive,icebox,Gold 3,6.3,16.7,15.4,2.8,"1,592"
20,Astra,competitive,icebox,Gold 3,3.7,25.9,6.4,2.2,"1,461"
1,Killjoy,competitive,all,Gold 3,13.2,8,23,2.8,"108,440"
2,Brimstone,competitive,all,Gold 3,7.6,36.7,8.7,2.5,"91,897"
3,Sage,competitive,all,Gold 3,12.3,9.4,11.7,1.9,"172,696"
4,Phoenix,competitive,all,Gold 3,15.6,9.5,4.3,3.9,"63,242"
5,Raze,competitive,all,Gold 3,16,16.9,12.1,2.6,"123,939"
6,Sova,competitive,all,Gold 3,12.7,25.5,8.1,2,"82,638"
7,Reyna,competitive,all,Gold 3,14.5,5.4,15.5,1.8,"217,653"
8,Astra,competitive,all,Gold 3,3.3,29.2,6.9,2.1,"32,058"
9,Viper,competitive,all,Gold 3,10.1,17.6,11.8,1.9,"70,621"
10,Fade,competitive,all,Gold 3,6.1,23.2,18.1,2.4,"76,357"
11,Jett,competitive,all,Gold 3,8.6,21,11.8,2.6,"176,102"
12,Cypher,competitive,all,Gold 3,23,15.4,28.4,2.8,"65,168"
13,Skye,competitive,all,Gold 3,9.3,25.6,3.7,3.1,"59,957"
14,Breach,competitive,all,Gold 3,17.2,20.5,7.7,2.3,"56,977"
15,Chamber,competitive,all,Gold 3,4.3,9.5,14,2.3,"52,645"
16,Omen,competitive,all,Gold 3,8.7,34.7,7.7,1.9,"116,010"
17,Neon,competitive,all,Gold 3,15.2,19.1,6.3,2.3,"34,955"
18,Yoru,competitive,all,Gold 3,14.4,23.3,12.3,3.1,"25,185"
19,KAY/O,competitive,all,Gold 3,13.5,24,7.9,2.3,"62,037"
20,Harbor,competitive,all,Gold 3,6.1,16.8,16.4,2.8,"14,759"
1,Killjoy,competitive,split,Gold 3,13.5,8.3,23.4,2.7,"15,060"
2,Sage,competitive,split,Gold 3,13.9,9.8,13.2,1.9,"31,025"
3,Brimstone,competitive,split,Gold 3,7.7,36.4,8.6,2.4,"12,481"
4,Reyna,competitive,split,Gold 3,14.5,5.5,16.1,1.8,"29,626"
5,Raze,competitive,split,Gold 3,16.7,17.2,12.5,2.6,"25,070"
6,Fade,competitive,split,Gold 3,6.2,23.5,18.6,2.4,"9,579"
7,Phoenix,competitive,split,Gold 3,16.1,9.5,4.4,3.8,"8,001"
8,Astra,competitive,split,Gold 3,3.3,29.8,7.1,2,"5,557"
9,Yoru,competitive,split,Gold 3,15,23.9,12.6,3.1,"3,321"
10,Skye,competitive,split,Gold 3,10.4,27.4,3.7,3.1,"10,639"
11,Jett,competitive,split,Gold 3,7.1,21.2,12.1,2.5,"22,059"
12,Cypher,competitive,split,Gold 3,24.5,15.4,27,2.8,"12,659"
13,Omen,competitive,split,Gold 3,9.1,36.2,7.7,2,"20,724"
14,Sova,competitive,split,Gold 3,12.4,25.1,7.8,2,"7,162"
15,Chamber,competitive,split,Gold 3,4.2,8.9,13.7,2.3,"5,686"
16,Viper,competitive,split,Gold 3,10.9,17.2,12.2,1.8,"6,589"
17,KAY/O,competitive,split,Gold 3,13.6,24.4,8.2,2.3,"8,385"
18,Breach,competitive,split,Gold 3,17.1,20.4,7.6,2.3,"7,066"
19,Neon,competitive,split,Gold 3,15.3,19.1,6.3,2.3,"3,705"
20,Harbor,competitive,split,Gold 3,6,17.2,17.2,2.8,"1,389"
1,Sage,competitive,ascent,Gold 3,12.1,9.6,10.9,1.9,"21,133"
2,Sova,competitive,ascent,Gold 3,14,26.3,8.7,2,"19,324"
3,Brimstone,competitive,ascent,Gold 3,7.7,36.6,8.5,2.4,"15,295"
4,Phoenix,competitive,ascent,Gold 3,16.5,10,4.1,3.9,"9,541"
5,Raze,competitive,ascent,Gold 3,15.9,17.3,12,2.5,"16,130"
6,Astra,competitive,ascent,Gold 3,3.1,30.1,6.9,2,"5,040"
7,Reyna,competitive,ascent,Gold 3,14.3,5.4,16,1.7,"30,793"
8,Killjoy,competitive,ascent,Gold 3,13.1,8.2,24.4,2.8,"24,079"
9,Chamber,competitive,ascent,Gold 3,4.4,9.4,13.5,2.4,"6,109"
10,Jett,competitive,ascent,Gold 3,8.8,20.8,12.3,2.6,"27,642"
11,Cypher,competitive,ascent,Gold 3,23.3,15.7,27.1,2.7,"7,672"
12,Viper,competitive,ascent,Gold 3,10.8,16.6,11.9,1.7,"4,214"
13,Skye,competitive,ascent,Gold 3,9.2,25,4,3,"6,715"
14,Omen,competitive,ascent,Gold 3,8.8,36.9,7.2,2,"21,557"
15,Neon,competitive,ascent,Gold 3,14.5,19.1,6,2.1,"3,266"
16,Yoru,competitive,ascent,Gold 3,14.5,22.8,12,3,"2,878"
17,Breach,competitive,ascent,Gold 3,16.8,19,7.7,2.2,"4,075"
18,Fade,competitive,ascent,Gold 3,6.2,24,17.1,2.3,"9,289"
19,KAY/O,competitive,ascent,Gold 3,14.5,24.7,8.2,2.3,"9,415"
20,Harbor,competitive,ascent,Gold 3,5.9,16.4,15.8,2.7,"1,091"
1,Killjoy,competitive,fracture,Platinum 1,13.1,8.1,23.4,3.1,"14,780"
2,Brimstone,competitive,fracture,Platinum 1,7.6,38.5,9,2.6,"19,731"
3,Phoenix,competitive,fracture,Platinum 1,15.2,9.1,5,4,"6,535"
4,Raze,competitive,fracture,Platinum 1,15.5,16.7,12.1,2.7,"14,705"
5,Sage,competitive,fracture,Platinum 1,12,9.2,11.9,1.9,"17,933"
6,Jett,competitive,fracture,Platinum 1,7.1,21.3,12.3,2.6,"20,682"
7,Viper,competitive,fracture,Platinum 1,10.5,17.1,12.1,1.9,"9,591"
8,Reyna,competitive,fracture,Platinum 1,14.4,5.3,15.8,1.8,"25,520"
9,Fade,competitive,fracture,Platinum 1,6,22.7,18.2,2.5,"9,459"
10,Breach,competitive,fracture,Platinum 1,17.9,21.5,8.1,2.5,"18,328"
11,Cypher,competitive,fracture,Platinum 1,23.2,15.3,29,2.8,"9,386"
12,Skye,competitive,fracture,Platinum 1,8.8,25.2,3.4,3.2,"6,349"
13,Sova,competitive,fracture,Platinum 1,12.1,24.1,7.3,2,"4,120"
14,Astra,competitive,fracture,Platinum 1,3.4,29.3,6.8,2.1,"2,681"
15,Neon,competitive,fracture,Platinum 1,16.6,19.3,7.4,2.5,"7,099"
16,Chamber,competitive,fracture,Platinum 1,4.4,8.3,13.8,2.4,"6,687"
17,Yoru,competitive,fracture,Platinum 1,14.9,24,12.4,3.2,"2,660"
18,KAY/O,competitive,fracture,Platinum 1,13.6,23.1,7.9,2.4,"7,138"
19,Omen,competitive,fracture,Platinum 1,8.6,33.5,6.9,1.9,"7,859"
20,Harbor,competitive,fracture,Platinum 1,6.1,16.7,15.8,2.9,"1,610"
1,Phoenix,competitive,pearl,Platinum 1,16.7,10.3,4.9,3.9,"9,750"
2,Brimstone,competitive,pearl,Platinum 1,7.9,39.2,9.1,2.5,"9,012"
3,Sage,competitive,pearl,Platinum 1,13.2,9.3,12.2,1.9,"21,080"
4,Killjoy,competitive,pearl,Platinum 1,13.9,8.4,23.5,2.8,"10,002"
5,Viper,competitive,pearl,Platinum 1,10,17.9,13,2,"13,863"
6,Reyna,competitive,pearl,Platinum 1,14.5,5.4,16.3,1.8,"26,405"
7,Astra,competitive,pearl,Platinum 1,3.3,30,7.2,2.2,"7,525"
8,Fade,competitive,pearl,Platinum 1,6.7,24.6,20,2.5,"17,456"
9,Breach,competitive,pearl,Platinum 1,17.3,19.4,7.9,2.4,"3,985"
10,Raze,competitive,pearl,Platinum 1,15.6,16.8,12.3,2.5,"12,316"
11,Jett,competitive,pearl,Platinum 1,7.4,21.1,12.3,2.6,"22,362"
12,Cypher,competitive,pearl,Platinum 1,22.5,15.9,29.7,2.8,"10,753"
13,Sova,competitive,pearl,Platinum 1,13.5,25.7,8.3,2,"6,388"
14,Yoru,competitive,pearl,Platinum 1,15.7,24.4,12.8,3.1,"3,303"
15,Chamber,competitive,pearl,Platinum 1,4.3,9.1,14.9,2.3,"7,902"
16,Omen,competitive,pearl,Platinum 1,8.9,34.9,6.5,2,"8,291"
17,Skye,competitive,pearl,Platinum 1,9.7,27.4,3.6,3.2,"7,272"
18,Neon,competitive,pearl,Platinum 1,15.7,19.6,6.9,2.4,"4,548"
19,Harbor,competitive,pearl,Platinum 1,6.7,17.9,16.1,2.9,"3,198"
20,KAY/O,competitive,pearl,Platinum 1,14.6,24.7,8.4,2.3,"8,487"
1,Brimstone,competitive,haven,Platinum 1,7.3,36.5,8.7,2.4,"12,699"
2,Phoenix,competitive,haven,Platinum 1,16.2,9.8,4.2,3.8,"9,198"
3,Cypher,competitive,haven,Platinum 1,23.1,14.8,29.4,2.8,"9,398"
4,Raze,competitive,haven,Platinum 1,15.7,16.6,12.1,2.5,"13,262"
5,Killjoy,competitive,haven,Platinum 1,14.1,7.4,21.8,2.5,"12,609"
6,Sova,competitive,haven,Platinum 1,12.2,24.9,7.8,2,"14,080"
7,Reyna,competitive,haven,Platinum 1,14.3,5.3,15.4,1.7,"26,631"
8,Sage,competitive,haven,Platinum 1,12.3,9.3,11.9,1.9,"21,651"
9,Fade,competitive,haven,Platinum 1,5.9,21.7,17.9,2.3,"9,056"
10,Omen,competitive,haven,Platinum 1,8.9,35.9,8.2,1.9,"22,205"
11,Astra,competitive,haven,Platinum 1,3,29.8,6.3,2,"4,090"
12,Skye,competitive,haven,Platinum 1,9.6,25.1,3.7,3,"8,270"
13,Neon,competitive,haven,Platinum 1,15.3,19.5,6.3,2.3,"3,434"
14,Breach,competitive,haven,Platinum 1,16.9,20.2,7.5,2.2,"6,217"
15,Jett,competitive,haven,Platinum 1,8.7,20.9,12.2,2.6,"24,379"
16,Chamber,competitive,haven,Platinum 1,4.3,10.5,14.9,2.3,"6,426"
17,Viper,competitive,haven,Platinum 1,9.4,17.2,11.3,1.8,"2,446"
18,Yoru,competitive,haven,Platinum 1,14.7,23.9,12.6,3.1,"2,733"
19,Harbor,competitive,haven,Platinum 1,5.9,15.5,15.7,2.6,838
20,KAY/O,competitive,haven,Platinum 1,13.7,24.1,7.9,2.2,"6,743"
1,Killjoy,competitive,lotus,Platinum 1,13.3,7.6,22.3,2.8,"13,191"
2,Phoenix,competitive,lotus,Platinum 1,15.8,9.3,3.8,3.9,"7,995"
3,Viper,competitive,lotus,Platinum 1,9.2,16.9,11.3,1.9,"4,366"
4,Astra,competitive,lotus,Platinum 1,3.6,27.5,7.3,1.9,"4,903"
5,Chamber,competitive,lotus,Platinum 1,4.7,9.6,14.6,2.3,"8,054"
6,Reyna,competitive,lotus,Platinum 1,14.3,5.3,16.1,1.8,"26,588"
7,Sage,competitive,lotus,Platinum 1,11.7,9,10.8,2,"18,181"
8,Raze,competitive,lotus,Platinum 1,15.5,17.5,12.1,2.6,"16,099"
9,Fade,competitive,lotus,Platinum 1,6.3,22.3,18.4,2.5,"9,859"
10,Brimstone,competitive,lotus,Platinum 1,7.4,34.7,8.7,2.5,"10,264"
11,Sova,competitive,lotus,Platinum 1,11.7,24.5,7.8,2,"6,190"
12,Cypher,competitive,lotus,Platinum 1,22.2,15.3,29.5,2.9,"8,366"
13,Omen,competitive,lotus,Platinum 1,9.4,33.8,6.9,1.8,"15,849"
14,Breach,competitive,lotus,Platinum 1,18.4,22,7.6,2.4,"11,568"
15,Jett,competitive,lotus,Platinum 1,7.5,21.1,11.2,2.5,"20,857"
16,Harbor,competitive,lotus,Platinum 1,5.7,16.4,17.2,2.9,"4,005"
17,Skye,competitive,lotus,Platinum 1,9.2,26.6,3.7,3.2,"9,878"
18,Neon,competitive,lotus,Platinum 1,16.3,19.3,5.5,2.4,"4,777"
19,KAY/O,competitive,lotus,Platinum 1,14,24.2,8,2.4,"7,926"
20,Yoru,competitive,lotus,Platinum 1,14.5,22.9,12.6,3.1,"3,382"
1,Killjoy,competitive,icebox,Platinum 1,12.5,7.8,21.9,2.7,"12,002"
2,Viper,competitive,icebox,Platinum 1,10.2,18.2,11.4,2,"23,404"
3,Sage,competitive,icebox,Platinum 1,11.8,9.5,11.3,2,"27,246"
4,Sova,competitive,icebox,Platinum 1,13,26.7,8.9,2,"19,714"
5,Jett,competitive,icebox,Platinum 1,12.7,20.9,9.9,2.6,"26,357"
6,Reyna,competitive,icebox,Platinum 1,14.4,5.3,14,1.8,"27,064"
7,Raze,competitive,icebox,Platinum 1,17.3,16.6,11.1,2.5,"14,739"
8,Astra,competitive,icebox,Platinum 1,3.7,25.7,6.4,2.2,"1,202"
9,Fade,competitive,icebox,Platinum 1,5.7,23.1,16.6,2.4,"7,241"
10,Phoenix,competitive,icebox,Platinum 1,13,8.8,3.8,3.7,"5,503"
11,Chamber,competitive,icebox,Platinum 1,4.3,11.4,14,2.3,"7,057"
12,Skye,competitive,icebox,Platinum 1,8.7,22.2,3.7,3.1,"5,341"
13,Brimstone,competitive,icebox,Platinum 1,6.8,34.7,8.1,2.4,"5,318"
14,Neon,competitive,icebox,Platinum 1,13.6,19.6,5.5,2.3,"3,802"
15,KAY/O,competitive,icebox,Platinum 1,12.2,24.4,7.6,2.3,"8,594"
16,Harbor,competitive,icebox,Platinum 1,6.1,17.4,15.9,2.9,"1,389"
17,Omen,competitive,icebox,Platinum 1,7.4,31.3,10.8,1.9,"10,301"
18,Breach,competitive,icebox,Platinum 1,14.9,18.4,6.9,2.2,"2,706"
19,Cypher,competitive,icebox,Platinum 1,20.5,15.6,27.5,2.6,"3,728"
20,Yoru,competitive,icebox,Platinum 1,13.2,24.5,11.9,3.1,"2,695"
1,Killjoy,competitive,all,Platinum 1,13.4,8,23.2,2.8,"97,795"
2,Brimstone,competitive,all,Platinum 1,7.5,37.1,8.8,2.5,"81,569"
3,Phoenix,competitive,all,Platinum 1,15.9,9.7,4.3,3.9,"53,917"
4,Viper,competitive,all,Platinum 1,10.2,17.7,12,1.9,"62,388"
5,Sage,competitive,all,Platinum 1,12.5,9.4,11.9,1.9,"151,260"
6,Reyna,competitive,all,Platinum 1,14.3,5.3,15.7,1.8,"183,531"
7,Sova,competitive,all,Platinum 1,13,25.7,8.4,2,"74,973"
8,Astra,competitive,all,Platinum 1,3.3,29.5,6.9,2.1,"30,432"
9,Raze,competitive,all,Platinum 1,16.1,17,12.1,2.6,"108,109"
10,Fade,competitive,all,Platinum 1,6.3,23.3,18.4,2.4,"69,893"
11,Jett,competitive,all,Platinum 1,8.6,21.1,11.7,2.6,"159,540"
12,Cypher,competitive,all,Platinum 1,23,15.4,28.7,2.8,"60,151"
13,Skye,competitive,all,Platinum 1,9.5,26,3.7,3.1,"53,010"
14,Breach,competitive,all,Platinum 1,17.6,20.9,7.8,2.4,"53,138"
15,Omen,competitive,all,Platinum 1,8.9,35.3,7.7,1.9,"102,754"
16,Chamber,competitive,all,Platinum 1,4.4,9.6,14.3,2.3,"46,467"
17,Neon,competitive,all,Platinum 1,15.6,19.4,6.4,2.3,"29,249"
18,Harbor,competitive,all,Platinum 1,6,17,16.5,2.8,"12,993"
19,KAY/O,competitive,all,Platinum 1,13.8,24.3,8.1,2.3,"55,332"
20,Yoru,competitive,all,Platinum 1,14.7,23.9,12.5,3.1,"19,845"
1,Killjoy,competitive,split,Platinum 1,13.5,8.3,23.7,2.7,"13,628"
2,Brimstone,competitive,split,Platinum 1,7.7,36.7,8.7,2.5,"11,211"
3,Sova,competitive,split,Platinum 1,12.6,25.5,8.1,2,"6,027"
4,Viper,competitive,split,Platinum 1,11.1,17.3,12.5,1.8,"5,636"
5,Sage,competitive,split,Platinum 1,14,9.8,13.3,1.9,"27,710"
6,Astra,competitive,split,Platinum 1,3.4,30,7,2,"5,370"
7,Skye,competitive,split,Platinum 1,10.5,28.1,3.8,3.1,"9,888"
8,Reyna,competitive,split,Platinum 1,14.4,5.4,16.2,1.8,"24,868"
9,Raze,competitive,split,Platinum 1,16.8,17.3,12.5,2.6,"22,931"
10,Phoenix,competitive,split,Platinum 1,16.4,9.7,4.4,3.9,"6,780"
11,Omen,competitive,split,Platinum 1,9.3,36.9,7.8,2,"18,729"
12,Fade,competitive,split,Platinum 1,6.3,23.4,18.7,2.4,"8,731"
13,Jett,competitive,split,Platinum 1,7.1,21.3,12,2.5,"19,642"
14,Cypher,competitive,split,Platinum 1,24.4,15.5,27.3,2.8,"11,537"
15,Neon,competitive,split,Platinum 1,15.9,19.2,6.3,2.3,"2,881"
16,Chamber,competitive,split,Platinum 1,4.3,9.1,13.8,2.3,"4,982"
17,Breach,competitive,split,Platinum 1,17.4,20.7,7.7,2.3,"6,692"
18,KAY/O,competitive,split,Platinum 1,13.9,24.6,8.4,2.3,"7,782"
19,Yoru,competitive,split,Platinum 1,15,24.3,12.8,3,"2,697"
20,Harbor,competitive,split,Platinum 1,5.6,17.5,17.2,2.7,"1,096"
1,Brimstone,competitive,ascent,Platinum 1,7.6,37,8.5,2.4,"13,334"
2,Astra,competitive,ascent,Platinum 1,3,31,7,1.9,"4,661"
3,Sova,competitive,ascent,Platinum 1,14.2,26.3,8.9,2,"18,454"
4,Reyna,competitive,ascent,Platinum 1,14.1,5.2,15.9,1.7,"26,455"
5,Killjoy,competitive,ascent,Platinum 1,13.3,8.1,24.5,2.8,"21,583"
6,Fade,competitive,ascent,Platinum 1,6.4,24,17.5,2.3,"8,091"
7,Phoenix,competitive,ascent,Platinum 1,16.7,10.2,4.1,3.9,"8,156"
8,Raze,competitive,ascent,Platinum 1,16.1,17.3,12,2.5,"14,057"
9,Skye,competitive,ascent,Platinum 1,9.2,25.3,3.8,3,"6,012"
10,Sage,competitive,ascent,Platinum 1,12.2,9.5,11.1,1.9,"17,459"
11,Omen,competitive,ascent,Platinum 1,9.1,37.6,7.1,2,"19,520"
12,Jett,competitive,ascent,Platinum 1,8.9,21,12.4,2.6,"25,261"
13,Cypher,competitive,ascent,Platinum 1,23.5,15.8,27.5,2.7,"6,983"
14,Chamber,competitive,ascent,Platinum 1,4.4,9.3,13.8,2.3,"5,359"
15,Neon,competitive,ascent,Platinum 1,14.9,18.9,6.1,2.2,"2,708"
16,Breach,competitive,ascent,Platinum 1,17.3,20,8,2.3,"3,642"
17,Viper,competitive,ascent,Platinum 1,11,16.7,12,1.7,"3,082"
18,KAY/O,competitive,ascent,Platinum 1,14.8,24.9,8.3,2.3,"8,662"
19,Yoru,competitive,ascent,Platinum 1,14.6,23.4,12,3.1,"2,375"
20,Harbor,competitive,ascent,Platinum 1,5.7,16.9,16.4,2.6,857
1,Brimstone,competitive,fracture,Platinum 2,7.6,38.8,9.1,2.6,"18,651"
2,Fade,competitive,fracture,Platinum 2,6.1,22.6,18.4,2.5,"8,886"
3,Killjoy,competitive,fracture,Platinum 2,13,8,23.5,3.1,"13,028"
4,Phoenix,competitive,fracture,Platinum 2,15.3,9.2,4.9,4.1,"5,554"
5,Raze,competitive,fracture,Platinum 2,16,16.8,12.2,2.7,"13,919"
6,Sova,competitive,fracture,Platinum 2,12.6,24,7.5,2.1,"3,353"
7,Sage,competitive,fracture,Platinum 2,12.1,9.1,12,1.9,"14,814"
8,Reyna,competitive,fracture,Platinum 2,14.4,5.4,15.8,1.8,"22,545"
9,Skye,competitive,fracture,Platinum 2,8.8,25.7,3.4,3.2,"5,578"
10,Breach,competitive,fracture,Platinum 2,18,21.7,8.2,2.5,"17,391"
11,Jett,competitive,fracture,Platinum 2,7.1,21.6,12.3,2.7,"19,144"
12,Chamber,competitive,fracture,Platinum 2,4.4,8.3,14.2,2.4,"6,242"
13,Neon,competitive,fracture,Platinum 2,17.2,19.3,7.4,2.5,"6,473"
14,Astra,competitive,fracture,Platinum 2,3.3,29.8,6.9,2.1,"2,378"
15,Cypher,competitive,fracture,Platinum 2,23.4,15.4,29.5,2.8,"8,797"
16,Yoru,competitive,fracture,Platinum 2,15,24.1,12.6,3.2,"2,245"
17,Viper,competitive,fracture,Platinum 2,10.4,17,12.1,1.9,"8,582"
18,Omen,competitive,fracture,Platinum 2,8.6,33.6,7,1.8,"6,251"
19,KAY/O,competitive,fracture,Platinum 2,13.9,23.3,8.1,2.4,"6,576"
20,Harbor,competitive,fracture,Platinum 2,6.2,16.7,16.6,2.9,"1,403"
1,Brimstone,competitive,pearl,Platinum 2,7.7,38.8,9.1,2.5,"8,043"
2,Killjoy,competitive,pearl,Platinum 2,14.1,8.3,23.9,2.8,"8,806"
3,Fade,competitive,pearl,Platinum 2,6.9,24.5,20.2,2.4,"15,963"
4,Sage,competitive,pearl,Platinum 2,13.6,9.3,12.3,2,"17,454"
5,Astra,competitive,pearl,Platinum 2,3.4,30.2,7.5,2.3,"7,120"
6,Reyna,competitive,pearl,Platinum 2,14.5,5.5,16.2,1.8,"23,460"
7,Phoenix,competitive,pearl,Platinum 2,17,10.3,4.9,4,"9,146"
8,Viper,competitive,pearl,Platinum 2,9.9,18,13.1,2,"12,829"
